Event Sequence Number,Movement ID,Timestamp,Event Type,Container ID,Container Number,ISO Code,Size (TEU),Container Type,Load Status,Weight (MT),Weight Class,Yard Zone Type,Shipping Bill Number,Vessel ID,Voyage ID,POD,POD Priority,Expected Voyage DateTime,Actual Voyage DateTime,Cutoff DateTime,Type,Movement Type,From Location Type,From Location ID,To Location Type,To Location ID,Block ID,Stack ID,Tier Level,Equipment ID,Equipment Type,Stack Height After Move,Operator ID,Job ID,Planned Timestamp,Actual Timestamp,Delay Minutes,Exception Flag,Exception Reason,Reason for Movement,Container Status After Event,Dwell Time Since Last Event (min),Move Intent,Optimality Tag,Rehandle Flag,Rehandle Count,Total Dwell Time (min),Yard Utilization %,Block Utilization %,Congestion Level
317,MOV-3C75E26C1E,2025-03-07 16:19:07,Stack,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:29:00,2025-03-10 18:15:00,export_container,Stack,Block,SS2-B3-03-05-1,Block,SS4-B5-11-05-4,SS4-B5,11-05,4,RTG-09,RTG,4,OP-012,JOB-8D01A27F,2025-03-07 16:19:00,2025-03-07 16:19:07,0,0,N/A,Yard stacking for storage,In Yard,10,Planned,Optimal,0,0,95,74.5,34.8,Medium
318,MOV-3074108F8F,2025-03-07 16:31:58,Unstack,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 14:03:00,2025-03-10 18:15:00,export_container,Unstack,Block,SS4-B5-11-05-4,Yard,SS4-B5-GROUND,SS4-B5,GROUND,0,RTG-08,RTG,0,OP-019,JOB-8D01A27F,2025-03-07 16:31:00,2025-03-07 16:31:58,0,0,N/A,Retrieval for repositioning,On Ground,12,Planned,Suboptimal,0,0,107,79.6,34,Medium
319,MOV-2C664DE658,2025-03-07 16:48:24,Yard Shift,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:38:00,2025-03-10 18:15:00,export_container,Transfer,Block,SS4-B5-GROUND,Block,SS1-B2-12-06-2,SS1-B2,12-06,2,RTG-08,RTG,0,OP-020,JOB-8D01A27F,2025-03-07 16:48:00,2025-03-07 16:48:24,0,0,N/A,Zone optimization movement,In Yard,17,Planned,Suboptimal,0,0,124,77.1,29.4,Medium
320,MOV-7529A66C99,2025-03-07 16:55:20,Stack,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:42:00,2025-03-10 18:15:00,export_container,Stack,Block,SS1-B2-12-06-2,Block,SS5-B2-18-02-4,SS5-B2,18-02,4,RTG-09,RTG,4,OP-020,JOB-8D01A27F,2025-03-07 16:55:00,2025-03-07 16:55:20,0,0,N/A,Yard stacking for storage,In Yard,7,Planned,Optimal,0,0,131,76.8,40,Medium
321,MOV-9461AB9785,2025-03-07 17:00:35,Unstack,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:49:00,2025-03-10 18:15:00,export_container,Unstack,Block,SS5-B2-18-02-4,Yard,SS5-B2-GROUND,SS5-B2,GROUND,0,RTG-08,RTG,0,OP-016,JOB-8D01A27F,2025-03-07 17:00:00,2025-03-07 17:00:35,0,0,N/A,Retrieval for repositioning,On Ground,5,Planned,Suboptimal,0,0,136,82.9,47,High
322,MOV-184E11F9B7,2025-03-07 17:23:48,Rehandle,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:13:00,2025-03-10 18:15:00,export_container,Transfer,Yard,SS5-B2-GROUND,Block,SS4-B2-03-05-1,SS4-B2,03-05,1,RTG-08,RTG,0,OP-010,JOB-8D01A27F,2025-03-07 17:23:00,2025-03-07 17:23:48,0,0,N/A,Blocking container removal for access,In Yard,23,Forced,Suboptimal,1,1,159,77.8,50.5,Medium
323,MOV-81E9D30987,2025-03-07 17:28:49,Stack,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:54:00,2025-03-10 18:15:00,export_container,Stack,Block,SS4-B2-03-05-1,Block,SS4-B5-16-05-1,SS4-B5,16-05,1,RTG-09,RTG,1,OP-012,JOB-8D01A27F,2025-03-07 17:28:00,2025-03-07 17:28:49,0,0,N/A,Yard stacking for storage,In Yard,5,Planned,Optimal,0,1,164,74.5,43.8,Medium
324,MOV-EABE7A3AB5,2025-03-07 19:07:53,Pre-Staging,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 14:08:00,2025-03-10 18:15:00,export_container,Yard Out,Block,SS4-B5-16-05-1,Block,SS4-B5-07-04-1,SS4-B5,07-04,1,RTG-08,RTG,1,OP-008,JOB-8D01A27F,2025-03-07 19:07:00,2025-03-07 19:07:53,0,0,N/A,Vessel cutoff preparation - VOY-2503-JNPT-58,In Yard,99,Planned,Optimal,0,1,263,62.5,22,Medium
325,MOV-CF1171A676,2025-03-07 19:31:22,Vessel Load,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 12:56:00,2025-03-10 18:15:00,export_container,Vessel Load,Block,SS4-B5-07-04-1,Vessel,V058,SS4-B5,N/A,0,QC-03,QC,0,OP-015,JOB-8D01A27F,2025-03-07 19:31:00,2025-03-07 19:31:22,0,0,N/A,Loading to JNPT service,Loaded,24,Planned,Optimal,0,1,287,62.8,22,Medium
326,MOV-9B0E312145,2025-03-08 06:53:12,Gate In,CNT-0037,MAEU3528052,42G0,2,Dry,Full,32,Heavy,Land-Side,SB830789,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:24:00,2025-03-10 17:22:00,export_container,Gate In,Gate,GATE-8,Yard,Land-Side,N/A,N/A,0,TT-06,internal truck,0,OP-013,JOB-7A3214A1,2025-03-08 06:53:00,2025-03-08 06:53:12,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,62.2,24.8,Medium
327,MOV-75840D1278,2025-03-08 07:13:29,Yard In,CNT-0037,MAEU3528052,42G0,2,Dry,Full,32,Heavy,Land-Side,SB830789,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:04:00,2025-03-10 17:22:00,export_container,Yard In,Yard,Land-Side,Block,LS2-B4-15-02-1,LS2-B4,15-02,1,RTG-08,RTG,0,OP-017,JOB-7A3214A1,2025-03-08 07:13:00,2025-03-08 07:13:29,0,0,N/A,Initial yard positioning,In Transit,20,Planned,Optimal,0,0,20,61.8,24.8,Medium
328,MOV-62ABC0354D,2025-03-08 07:28:33,Stack,CNT-0037,MAEU3528052,42G0,2,Dry,Full,32,Heavy,Land-Side,SB830789,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:07:00,2025-03-10 17:22:00,export_container,Stack,Block,LS2-B4-15-02-1,Block,LS3-B3-06-06-1,LS3-B3,06-06,1,RTG-08,RTG,1,OP-009,JOB-7A3214A1,2025-03-08 07:28:00,2025-03-08 07:28:33,0,0,N/A,Yard stacking for storage,In Yard,15,Planned,Optimal,0,0,35,66,43,Medium
329,MOV-944F41225E,2025-03-08 07:40:55,Unstack,CNT-0037,MAEU3528052,42G0,2,Dry,Full,32,Heavy,Land-Side,SB830789,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 13:17:00,2025-03-10 17:22:00,export_container,Unstack,Block,LS3-B3-06-06-1,Yard,LS3-B3-GROUND,LS3-B3,GROUND,0,RTG-09,RTG,0,OP-007,JOB-7A3214A1,2025-03-08 07:40:00,2025-03-08 07:40:55,0,0,N/A,Retrieval for repositioning,On Ground,12,Planned,Suboptimal,0,0,47,62,21.2,Medium
330,MOV-BA0E9C3E35,2025-03-08 07:53:02,Rehandle,CNT-0037,MAEU3528052,42G0,2,Dry,Full,32,Heavy,Land-Side,SB830789,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 13:06:00,2025-03-10 17:22:00,export_container,Transfer,Yard,LS3-B3-GROUND,Block,SS3-B5-04-04-2,SS3-B5,04-04,2,RTG-08,RTG,0,OP-016,JOB-7A3214A1,2025-03-08 07:53:00,2025-03-08 07:53:02,0,0,N/A,Blocking container removal for access,In Yard,13,Forced,Suboptimal,1,1,60,60.6,21.2,Medium
331,MOV-358E0DC8E6,2025-03-08 08:07:09,Stack,CNT-0037,MAEU3528052,42G0,2,Dry,Full,32,Heavy,Land-Side,SB830789,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 13:21:00,2025-03-10 17:22:00,export_container,Stack,Block,SS3-B5-04-04-2,Block,LS4-B1-20-03-1,LS4-B1,20-03,1,RTG-08,RTG,1,OP-018,JOB-7A3214A1,2025-03-08 08:07:00,2025-03-08 08:07:09,0,0,N/A,Yard stacking for storage,In Yard,14,Planned,Optimal,0,1,74,69.5,28.7,Medium
332,MOV-082469A625,2025-03-08 08:29:53,Gate In,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:02:00,2025-03-10 17:22:00,export_container,Gate In,Gate,GATE-7,Yard,Sea-Side,N/A,N/A,0,TT-01,internal truck,0,OP-016,JOB-C41FFFB2,2025-03-08 08:29:00,2025-03-08 08:29:53,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,73.2,37.3,Medium
333,MOV-BF68A6B954,2025-03-08 08:50:12,Yard In,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 11:54:00,2025-03-10 17:22:00,export_container,Yard In,Yard,Sea-Side,Block,SS2-B1-02-07-1,SS2-B1,02-07,1,RTG-01,RTG,0,OP-020,JOB-C41FFFB2,2025-03-08 08:50:00,2025-03-08 08:50:12,0,0,N/A,Initial yard positioning,In Transit,21,Planned,Optimal,0,0,21,71.1,39.3,Medium
334,MOV-E786B9ADB1,2025-03-08 08:50:46,Pre-Staging,CNT-0037,MAEU3528052,42G0,2,Dry,Full,32,Heavy,Land-Side,SB830789,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:09:00,2025-03-10 17:22:00,export_container,Yard Out,Block,LS4-B1-20-03-1,Block,SS3-B4-07-01-4,SS3-B4,07-01,4,RTG-08,RTG,4,OP-009,JOB-7A3214A1,2025-03-08 08:50:00,2025-03-08 08:50:46,0,0,N/A,Vessel cutoff preparation - VOY-2503-MUN-60,In Yard,43,Planned,Optimal,0,1,117,66,39.5,Medium
335,MOV-C8C9C8910A,2025-03-08 08:57:49,Stack,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:12:00,2025-03-10 17:22:00,export_container,Stack,Block,SS2-B1-02-07-1,Block,SS2-B4-09-07-3,SS2-B4,09-07,3,RTG-01,RTG,3,OP-010,JOB-C41FFFB2,2025-03-08 08:28:00,2025-03-08 08:57:49,29,1,Yard congestion - no available slots in target block,Yard congestion - no available slots in target block,In Yard,7,Forced,Suboptimal,0,0,28,68.6,56.7,Medium
336,MOV-F07C68FB71,2025-03-08 09:03:25,Unstack,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:17:00,2025-03-10 17:22:00,export_container,Unstack,Block,SS2-B4-09-07-3,Yard,SS2-B4-GROUND,SS2-B4,GROUND,0,RTG-01,RTG,0,OP-003,JOB-C41FFFB2,2025-03-08 09:03:00,2025-03-08 09:03:25,0,0,N/A,Retrieval for repositioning,On Ground,6,Planned,Suboptimal,0,0,34,74.7,59.9,Medium
337,MOV-6BD6CD2278,2025-03-08 09:33:44,Vessel Load,CNT-0037,MAEU3528052,42G0,2,Dry,Full,32,Heavy,Land-Side,SB830789,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:54:00,2025-03-10 17:22:00,export_container,Vessel Load,Block,SS3-B4-07-01-4,Vessel,V060,SS3-B4,N/A,0,QC-02,QC,0,OP-007,JOB-7A3214A1,2025-03-08 09:33:00,2025-03-08 09:33:44,0,0,N/A,Loading to Mundra service,Loaded,43,Planned,Optimal,0,1,160,68,50.8,Medium
338,MOV-5DE7334939,2025-03-08 09:36:34,Yard Shift,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:46:00,2025-03-10 17:22:00,export_container,Transfer,Block,SS2-B4-GROUND,Block,SS3-B5-04-07-1,SS3-B5,04-07,1,RTG-01,RTG,0,OP-012,JOB-C41FFFB2,2025-03-08 09:36:00,2025-03-08 09:36:34,0,0,N/A,Zone optimization movement,In Yard,33,Planned,Suboptimal,0,0,67,74,55.1,Medium
339,MOV-863236C016,2025-03-08 09:42:11,Stack,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:58:00,2025-03-10 17:22:00,export_container,Stack,Block,SS3-B5-04-07-1,Block,SS4-B1-14-03-4,SS4-B1,14-03,4,RTG-02,RTG,4,OP-009,JOB-C41FFFB2,2025-03-08 09:42:00,2025-03-08 09:42:11,0,0,N/A,Yard stacking for storage,In Yard,6,Planned,Optimal,0,0,73,70.4,42.8,Medium
340,MOV-21E24591FF,2025-03-08 09:56:52,Unstack,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 13:07:00,2025-03-10 17:22:00,export_container,Unstack,Block,SS4-B1-14-03-4,Yard,SS4-B1-GROUND,SS4-B1,GROUND,0,RTG-01,RTG,0,OP-009,JOB-C41FFFB2,2025-03-08 09:56:00,2025-03-08 09:56:52,0,0,N/A,Retrieval for repositioning,On Ground,14,Planned,Suboptimal,0,0,87,74.6,68.9,Medium
341,MOV-8865281708,2025-03-08 10:16:01,Rehandle,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:55:00,2025-03-10 17:22:00,export_container,Transfer,Yard,SS4-B1-GROUND,Block,SS4-B2-15-05-4,SS4-B2,15-05,4,RTG-01,RTG,0,OP-011,JOB-C41FFFB2,2025-03-08 10:16:00,2025-03-08 10:16:01,0,0,N/A,Blocking container removal for access,In Yard,20,Forced,Suboptimal,1,1,107,76.8,65,Medium
342,MOV-3835EEFB0E,2025-03-08 10:23:05,Stack,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:22:00,2025-03-10 17:22:00,export_container,Stack,Block,SS4-B2-15-05-4,Block,SS3-B5-09-05-1,SS3-B5,09-05,1,RTG-02,RTG,1,OP-014,JOB-C41FFFB2,2025-03-08 10:23:00,2025-03-08 10:23:05,0,0,N/A,Yard stacking for storage,In Yard,7,Planned,Optimal,0,1,114,70.3,66.7,Medium
343,MOV-71792E241D,2025-03-08 10:35:31,Unstack,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:49:00,2025-03-10 17:22:00,export_container,Unstack,Block,SS3-B5-09-05-1,Yard,SS3-B5-GROUND,SS3-B5,GROUND,0,RTG-01,RTG,0,OP-001,JOB-C41FFFB2,2025-03-08 10:35:00,2025-03-08 10:35:31,0,0,N/A,Retrieval for repositioning,On Ground,12,Forced,Forced,1,1,126,70.3,39,Medium
344,MOV-52EA6A4D72,2025-03-08 10:47:47,Rehandle,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 13:02:00,2025-03-10 17:22:00,export_container,Transfer,Yard,SS3-B5-GROUND,Block,SS5-B3-16-05-3,SS5-B3,16-05,3,RTG-02,RTG,0,OP-011,JOB-C41FFFB2,2025-03-08 10:47:00,2025-03-08 10:47:47,0,0,N/A,Blocking container removal for access,In Yard,12,Forced,Suboptimal,1,2,138,68.7,36.7,Medium
345,MOV-F77E9B7083,2025-03-08 10:57:30,Stack,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 12:27:00,2025-03-10 17:22:00,export_container,Stack,Block,SS5-B3-16-05-3,Block,SS1-B2-11-01-2,SS1-B2,11-01,2,RTG-01,RTG,2,OP-019,JOB-C41FFFB2,2025-03-08 10:57:00,2025-03-08 10:57:30,0,0,N/A,Yard stacking for storage,In Yard,10,Planned,Optimal,0,2,148,72,36.8,Medium
346,MOV-6C0F19B4E0,2025-03-08 12:34:00,Pre-Staging,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 13:22:00,2025-03-10 17:22:00,export_container,Yard Out,Block,SS1-B2-11-01-2,Block,SS2-B3-08-03-2,SS2-B3,08-03,2,RTG-01,RTG,2,OP-018,JOB-C41FFFB2,2025-03-08 12:34:00,2025-03-08 12:34:00,0,0,N/A,Vessel cutoff preparation - VOY-2503-MUN-60,In Yard,97,Planned,Optimal,0,2,245,62.2,30.2,Medium
347,MOV-39D526663F,2025-03-08 12:53:18,Vessel Load,CNT-0002,CMAU9961107,22G0,1,Dry,Full,8.1,Light,Sea-Side,SB290556,V060,VOY-2503-MUN-60,Mundra,4,2025-03-10 12:22:00,2025-03-10 13:21:00,2025-03-10 17:22:00,export_container,Vessel Load,Block,SS2-B3-08-03-2,Vessel,V060,SS2-B3,N/A,0,QC-01,QC,0,OP-005,JOB-C41FFFB2,2025-03-08 12:53:00,2025-03-08 12:53:18,0,0,N/A,Loading to Mundra service,Loaded,19,Planned,Optimal,0,2,264,60.6,27.1,Medium
348,MOV-ED3E2B68D7,2025-03-12 10:26:34,Gate In,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:42:00,2025-03-14 17:08:00,export_container,Gate In,Gate,GATE-6,Yard,Land-Side,N/A,N/A,0,TT-06,internal truck,0,OP-008,JOB-859D7DA4,2025-03-12 10:26:00,2025-03-12 10:26:34,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,73.8,30.8,Medium
349,MOV-1BECDF6E75,2025-03-12 11:15:02,Yard In,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 12:44:00,2025-03-14 17:08:00,export_container,Yard In,Yard,Land-Side,Block,LS2-B6-16-04-2,LS2-B6,16-04,2,RTG-01,RTG,0,OP-012,JOB-859D7DA4,2025-03-12 11:15:00,2025-03-12 11:15:02,0,0,N/A,Initial yard positioning,In Transit,49,Planned,Suboptimal,0,0,49,80.3,31.8,High
350,MOV-76050DB74E,2025-03-12 11:24:10,Stack,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 12:41:00,2025-03-14 17:08:00,export_container,Stack,Block,LS2-B6-16-04-2,Block,LS4-B1-04-06-1,LS4-B1,04-06,1,RTG-01,RTG,1,OP-016,JOB-859D7DA4,2025-03-12 10:47:00,2025-03-12 11:24:10,37,1,Equipment breakdown - RTG unavailable,Equipment breakdown - RTG unavailable,In Yard,9,Forced,Suboptimal,0,0,58,74.7,51.2,Medium
351,MOV-70AAF08EFD,2025-03-12 11:37:26,Unstack,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:03:00,2025-03-14 17:08:00,export_container,Unstack,Block,LS4-B1-04-06-1,Yard,LS4-B1-GROUND,LS4-B1,GROUND,0,RTG-01,RTG,0,OP-011,JOB-859D7DA4,2025-03-12 11:37:00,2025-03-12 11:37:26,0,0,N/A,Retrieval for repositioning,On Ground,13,Planned,Suboptimal,0,0,71,77.6,35.6,Medium
352,MOV-EB8759ED51,2025-03-12 11:54:56,Rehandle,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:33:00,2025-03-14 17:08:00,export_container,Transfer,Yard,LS4-B1-GROUND,Block,LS4-B2-03-04-4,LS4-B2,03-04,4,RTG-01,RTG,0,OP-005,JOB-859D7DA4,2025-03-12 11:54:00,2025-03-12 11:54:56,0,0,N/A,Blocking container removal for access,In Yard,17,Forced,Suboptimal,1,1,88,77.7,37,Medium
353,MOV-C1787D6745,2025-03-12 12:02:08,Stack,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 12:42:00,2025-03-14 17:08:00,export_container,Stack,Block,LS4-B2-03-04-4,Block,LS2-B4-07-06-3,LS2-B4,07-06,3,RTG-01,RTG,3,OP-019,JOB-859D7DA4,2025-03-12 12:02:00,2025-03-12 12:02:08,0,0,N/A,Yard stacking for storage,In Yard,8,Planned,Optimal,0,1,96,66.9,24.6,Medium
354,MOV-5760367A2B,2025-03-12 12:07:10,Unstack,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:21:00,2025-03-14 17:08:00,export_container,Unstack,Block,LS2-B4-07-06-3,Yard,LS2-B4-GROUND,LS2-B4,GROUND,0,RTG-04,RTG,0,OP-008,JOB-859D7DA4,2025-03-12 12:07:00,2025-03-12 12:07:10,0,0,N/A,Retrieval for repositioning,On Ground,5,Forced,Forced,1,1,101,62.4,43,Medium
355,MOV-C196F3B884,2025-03-12 12:26:26,Rehandle,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:44:00,2025-03-14 17:08:00,export_container,Transfer,Yard,LS2-B4-GROUND,Block,LS2-B5-18-07-2,LS2-B5,18-07,2,RTG-01,RTG,0,OP-016,JOB-859D7DA4,2025-03-12 12:26:00,2025-03-12 12:26:26,0,0,N/A,Blocking container removal for access,In Yard,19,Forced,Suboptimal,1,2,120,68.5,43,Medium
356,MOV-A713460AA6,2025-03-12 12:34:57,Stack,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:53:00,2025-03-14 17:08:00,export_container,Stack,Block,LS2-B5-18-07-2,Block,LS4-B6-08-02-3,LS4-B6,08-02,3,RTG-01,RTG,3,OP-005,JOB-859D7DA4,2025-03-12 12:34:00,2025-03-12 12:34:57,0,0,N/A,Yard stacking for storage,In Yard,8,Planned,Optimal,0,2,128,66.5,43,Medium
357,MOV-5525DBAD2D,2025-03-12 12:48:46,Unstack,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:42:00,2025-03-14 17:08:00,export_container,Unstack,Block,LS4-B6-08-02-3,Yard,LS4-B6-GROUND,LS4-B6,GROUND,0,RTG-01,RTG,0,OP-002,JOB-859D7DA4,2025-03-12 12:48:00,2025-03-12 12:48:46,0,0,N/A,Retrieval for repositioning,On Ground,14,Forced,Forced,1,2,142,64.5,44.5,Medium
358,MOV-7C7401C2FC,2025-03-12 13:11:46,Rehandle,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:30:00,2025-03-14 17:08:00,export_container,Transfer,Yard,LS4-B6-GROUND,Block,LS4-B4-08-01-1,LS4-B4,08-01,1,RTG-01,RTG,0,OP-007,JOB-859D7DA4,2025-03-12 13:11:00,2025-03-12 13:11:46,0,0,N/A,Blocking container removal for access,In Yard,23,Forced,Suboptimal,1,3,165,67.5,44.5,Medium
359,MOV-08E3F3DB44,2025-03-12 13:18:01,Stack,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:36:00,2025-03-14 17:08:00,export_container,Stack,Block,LS4-B4-08-01-1,Block,LS1-B4-10-02-4,LS1-B4,10-02,4,RTG-04,RTG,4,OP-015,JOB-859D7DA4,2025-03-12 13:18:00,2025-03-12 13:18:01,0,0,N/A,Yard stacking for storage,In Yard,7,Planned,Optimal,0,3,172,66.6,44.5,Medium
360,MOV-959BEB2341,2025-03-12 14:05:48,Pre-Staging,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:12:00,2025-03-14 17:08:00,export_container,Yard Out,Block,LS1-B4-10-02-4,Block,SS4-B1-03-04-3,SS4-B1,03-04,3,RTG-01,RTG,3,OP-020,JOB-859D7DA4,2025-03-12 13:28:00,2025-03-12 14:05:48,37,0,N/A,Vessel cutoff preparation - VOY-2503-MUN-64,In Yard,47,Planned,Optimal,0,3,219,88.2,32.5,High
361,MOV-19DB7ED953,2025-03-12 14:37:03,Vessel Load,CNT-0047,EGLV9775941,45G1,2,Dry,Full,12.3,Medium,Land-Side,SB741780,V064,VOY-2503-MUN-64,Mundra,4,2025-03-14 13:08:00,2025-03-14 13:43:00,2025-03-14 17:08:00,export_container,Vessel Load,Block,SS4-B1-03-04-3,Vessel,V064,SS4-B1,N/A,0,QC-01,QC,0,OP-012,JOB-859D7DA4,2025-03-12 14:37:00,2025-03-12 14:37:03,0,0,N/A,Loading to Mundra service,Loaded,32,Planned,Optimal,0,3,251,83.6,70.3,High
